Date,Name of State / UT,Total Confirmed cases (Indian National),Total Confirmed cases ( Foreign National ),Cured/Discharged/Migrated,Latitude,Longitude,Death,Total Confirmed cases
3/27/2020,Ladakh,13,0,3,34.2996,78.2932,0,13
3/27/2020,Madhya Pradesh,20,0,0,22.9734,78.6569,1,20
3/27/2020,Maharashtra,127,3,15,19.7515,75.7139,4,130
3/27/2020,Manipur,1,0,0,24.6637,93.9063,0,1
3/27/2020,Mizoram,1,0,0,23.1645,92.9376,0,1
3/27/2020,Odisha,2,0,0,20.9517,85.0985,0,2
3/27/2020,Puducherry,1,0,0,11.9416,79.8083,0,1
3/27/2020,Punjab,33,0,0,31.1471,75.3412,1,33
3/27/2020,Rajasthan,39,2,3,27.0238,74.2179,0,41
3/27/2020,Tamil Nadu,23,6,1,11.1271,78.6569,1,29
3/27/2020,Telengana,35,10,1,18.1124,79.0193,0,45
3/27/2020,Uttar Pradesh,40,1,11,26.8467,80.9462,0,41
3/27/2020,Uttarakhand,4,1,0,30.0668,79.0193,0,5
3/27/2020,West Bengal,10,0,0,22.9868,87.855,1,10
3/28/2020,Andaman and Nicobar Islands,6,0,0,11.7401,92.6586,0,6
3/28/2020,Andhra Pradesh,14,0,1,15.9129,79.74,0,14
3/28/2020,Bihar,9,0,0,25.0961,85.3131,1,9
3/28/2020,Chandigarh,8,0,0,30.7333,76.7794,0,8
3/28/2020,Chhattisgarh,6,0,0,21.2787,81.8661,0,6
3/28/2020,Delhi,38,1,6,28.7041,77.1025,1,39
3/28/2020,Goa,3,0,0,15.2993,74.124,0,3
3/28/2020,Gujarat,44,1,0,22.2587,71.1924,3,45
3/28/2020,Haryana,19,14,12,29.0588,76.0856,0,33
3/28/2020,Himachal Pradesh,3,0,0,31.1048,77.1734,1,3
3/28/2020,Jammu and Kashmir,20,0,1,33.7782,76.5762,1,20
3/28/2020,Karnataka,55,0,3,15.3173,75.7139,2,55
3/28/2020,Kerala,168,8,11,10.8505,76.2711,0,176
3/28/2020,Ladakh,13,0,3,34.2996,78.2932,0,13
3/28/2020,Madhya Pradesh,30,0,0,22.9734,78.6569,2,30
3/28/2020,Maharashtra,177,3,25,19.7515,75.7139,5,180
3/28/2020,Manipur,1,0,0,24.6637,93.9063,0,1
3/28/2020,Mizoram,1,0,0,23.1645,92.9376,0,1
3/28/2020,Odisha,3,0,0,20.9517,85.0985,0,3
3/28/2020,Puducherry,1,0,0,11.9416,79.8083,0,1
3/28/2020,Punjab,38,0,1,31.1471,75.3412,1,38
3/28/2020,Rajasthan,52,2,3,27.0238,74.2179,0,54
3/28/2020,Tamil Nadu,34,6,2,11.1271,78.6569,1,40
3/28/2020,Telengana,46,10,1,18.1124,79.0193,0,56
3/28/2020,Uttar Pradesh,54,1,11,26.8467,80.9462,0,55
3/28/2020,Uttarakhand,4,1,0,30.0668,79.0193,0,5
3/28/2020,West Bengal,15,0,0,22.9868,87.855,1,15
3/29/2020,Andaman and Nicobar Islands,9,0,0,11.7401,92.6586,0,9
3/29/2020,Andhra Pradesh,14,0,1,15.9129,79.74,0,14
3/29/2020,Bihar,9,0,0,25.0961,85.3131,1,9
3/29/2020,Chandigarh,8,0,0,30.7333,76.7794,0,8
3/29/2020,Chhattisgarh,6,0,0,21.2787,81.8661,0,6
3/29/2020,Delhi,38,1,6,28.7041,77.1025,2,39
3/29/2020,Goa,2,1,0,15.2993,74.124,0,3
3/29/2020,Gujarat,52,1,0,22.2587,71.1924,4,53
3/29/2020,Haryana,19,14,12,29.0588,76.0856,0,33
3/29/2020,Himachal Pradesh,3,0,0,31.1048,77.1734,1,3
3/29/2020,Jammu and Kashmir,31,0,1,33.7782,76.5762,1,31
3/29/2020,Karnataka,76,0,5,15.3173,75.7139,3,76
3/29/2020,Kerala,174,8,15,10.8505,76.2711,1,182
3/29/2020,Ladakh,13,0,3,34.2996,78.2932,0,13
3/29/2020,Madhya Pradesh,30,0,0,22.9734,78.6569,2,30
3/29/2020,Maharashtra,183,3,25,19.7515,75.7139,6,186
3/29/2020,Manipur,1,0,0,24.6637,93.9063,0,1
3/29/2020,Mizoram,1,0,0,23.1645,92.9376,0,1
3/29/2020,Odisha,3,0,0,20.9517,85.0985,0,3
3/29/2020,Puducherry,1,0,0,11.9416,79.8083,0,1
3/29/2020,Punjab,38,0,1,31.1471,75.3412,1,38
3/29/2020,Rajasthan,52,2,3,27.0238,74.2179,0,54
3/29/2020,Tamil Nadu,36,6,2,11.1271,78.6569,1,42
3/29/2020,Telengana,56,10,1,18.1124,79.0193,1,66
3/29/2020,Uttar Pradesh,54,1,11,26.8467,80.9462,0,55
3/29/2020,Uttarakhand,5,1,1,30.0668,79.0193,0,6
3/29/2020,West Bengal,18,0,0,22.9868,87.855,1,18
3/30/2020,Andaman and Nicobar Islands,0,0,0,11.7401,92.6586,0,9
3/30/2020,Andhra Pradesh,0,0,1,15.9129,79.74,0,19
3/30/2020,Bihar,0,0,0,25.0961,85.3131,1,11
3/30/2020,Chandigarh,0,0,0,30.7333,76.7794,0,8
3/30/2020,Chhattisgarh,0,0,0,21.2787,81.8661,0,7
3/30/2020,Delhi,0,0,6,28.7041,77.1025,2,53
3/30/2020,Goa,0,0,0,15.2993,74.124,0,5
3/30/2020,Gujarat,0,0,1,22.2587,71.1924,5,58
3/30/2020,Haryana,0,0,17,29.0588,76.0856,0,33
3/30/2020,Himachal Pradesh,0,0,0,31.1048,77.1734,1,3
3/30/2020,Jammu and Kashmir,0,0,1,33.7782,76.5762,2,31
3/30/2020,Karnataka,0,0,5,15.3173,75.7139,3,80
3/30/2020,Kerala,0,0,19,10.8505,76.2711,1,194
3/30/2020,Ladakh,0,0,3,34.2996,78.2932,0,13
3/30/2020,Madhya Pradesh,0,0,0,22.9734,78.6569,2,33
3/30/2020,Maharashtra,0,0,25,19.7515,75.7139,8,193
3/30/2020,Manipur,0,0,0,24.6637,93.9063,0,1
3/30/2020,Mizoram,0,0,0,23.1645,92.9376,0,1
3/30/2020,Odisha,0,0,0,20.9517,85.0985,0,3
3/30/2020,Puducherry,0,0,0,11.9416,79.8083,0,1
3/30/2020,Punjab,0,0,1,31.1471,75.3412,1,38
3/30/2020,Rajasthan,0,0,3,27.0238,74.2179,0,57
3/30/2020,Tamil Nadu,0,0,4,11.1271,78.6569,1,50
3/30/2020,Telengana,0,0,1,18.1124,79.0193,1,69
3/30/2020,Uttar Pradesh,0,0,11,26.8467,80.9462,0,75
3/30/2020,Uttarakhand,0,0,2,30.0668,79.0193,0,7
3/30/2020,West Bengal,0,0,0,22.9868,87.855,1,19
3/31/2020,Andaman and Nicobar Islands,0,0,0,11.7401,92.6586,0,10
3/31/2020,Andhra Pradesh,0,0,1,15.9129,79.74,0,40
3/31/2020,Bihar,0,0,0,25.0961,85.3131,1,15
3/31/2020,Chandigarh,0,0,0,30.7333,76.7794,0,13
3/31/2020,Chhattisgarh,0,0,0,21.2787,81.8661,0,8
3/31/2020,Delhi,0,0,6,28.7041,77.1025,2,97
3/31/2020,Goa,0,0,0,15.2993,74.124,0,5
3/31/2020,Gujarat,0,0,3,22.2587,71.1924,6,73
3/31/2020,Haryana,0,0,21,29.0588,76.0856,0,40
3/31/2020,Himachal Pradesh,0,0,0,31.1048,77.1734,1,3
3/31/2020,Jammu and Kashmir,0,0,2,33.7782,76.5762,2,54
3/31/2020,Karnataka,0,0,5,15.3173,75.7139,3,83
3/31/2020,Kerala,0,0,19,10.8505,76.2711,1,234
3/31/2020,Ladakh,0,0,3,34.2996,78.2932,0,13
3/31/2020,Madhya Pradesh,0,0,0,22.9734,78.6569,3,47
3/31/2020,Maharashtra,0,0,39,19.7515,75.7139,9,216
3/31/2020,Manipur,0,0,0,24.6637,93.9063,0,1
3/31/2020,Mizoram,0,0,0,23.1645,92.9376,0,1
3/31/2020,Odisha,0,0,0,20.9517,85.0985,0,3
3/31/2020,Puducherry,0,0,0,11.9416,79.8083,0,1
3/31/2020,Punjab,0,0,1,31.1471,75.3412,3,41
3/31/2020,Rajasthan,0,0,3,27.0238,74.2179,0,74
3/31/2020,Tamil Nadu,0,0,4,11.1271,78.6569,1,74
3/31/2020,Telengana,0,0,1,18.1124,79.0193,1,79
3/31/2020,Uttar Pradesh,0,0,14,26.8467,80.9462,0,101
3/31/2020,Uttarakhand,0,0,2,30.0668,79.0193,0,7
3/31/2020,West Bengal,0,0,0,22.9868,87.855,2,26
4/1/2020,Andaman and Nicobar Islands,0,0,1,11.7401,92.6586,0,10
4/1/2020,Andhra Pradesh,0,0,0,15.9129,79.74,0,83
4/1/2020,Assam,0,0,0,26.2006,92.9376,0,1
4/1/2020,Bihar,0,0,0,25.0961,85.3131,1,23
4/1/2020,Chandigarh,0,0,0,30.7333,76.7794,0,16
4/1/2020,Chhattisgarh,0,0,2,21.2787,81.8661,0,9
4/1/2020,Delhi,0,0,6,28.7041,77.1025,2,152
4/1/2020,Goa,0,0,0,15.2993,74.124,0,5
4/1/2020,Gujarat,0,0,5,22.2587,71.1924,6,82
4/1/2020,Haryana,0,0,21,29.0588,76.0856,0,43
4/1/2020,Himachal Pradesh,0,0,0,31.1048,77.1734,1,3
4/1/2020,Jammu and Kashmir,0,0,2,33.7782,76.5762,2,62
4/1/2020,Jharkhand,0,0,0,23.6102,85.2799,0,1
4/1/2020,Karnataka,0,0,8,15.3173,75.7139,3,101
4/1/2020,Kerala,0,0,23,10.8505,76.2711,2,241
4/1/2020,Ladakh,0,0,3,34.2996,78.2932,0,13
4/1/2020,Madhya Pradesh,0,0,0,22.9734,78.6569,3,66
4/1/2020,Maharashtra,0,0,39,19.7515,75.7139,9,302
4/1/2020,Manipur,0,0,0,24.6637,93.9063,0,1
4/1/2020,Mizoram,0,0,0,23.1645,92.9376,0,1
4/1/2020,Odisha,0,0,0,20.9517,85.0985,0,4
4/1/2020,Puducherry,0,0,1,11.9416,79.8083,0,3
4/1/2020,Punjab,0,0,1,31.1471,75.3412,3,42
4/1/2020,Rajasthan,0,0,3,27.0238,74.2179,0,93
4/1/2020,Tamil Nadu,0,0,6,11.1271,78.6569,1,234
4/1/2020,Telengana,0,0,1,18.1124,79.0193,3,96
4/1/2020,Uttar Pradesh,0,0,14,26.8467,80.9462,2,103
4/1/2020,Uttarakhand,0,0,2,30.0668,79.0193,0,7
4/2/2020,Andaman and Nicobar Islands,0,0,0,11.7401,92.6586,0,10
4/2/2020,Andhra Pradesh,0,0,1,15.9129,79.74,1,86
4/2/2020,Assam,0,0,0,26.2006,92.9376,0,1
4/2/2020,Bihar,0,0,0,25.0961,85.3131,1,23
4/2/2020,Chandigarh,0,0,0,30.7333,76.7794,0,16
4/2/2020,Chhattisgarh,0,0,2,21.2787,81.8661,0,9
4/2/2020,Delhi,0,0,6,28.7041,77.1025,2,152
4/2/2020,Goa,0,0,0,15.2993,74.124,0,5
4/2/2020,Gujarat,0,0,5,22.2587,71.1924,6,82
4/2/2020,Haryana,0,0,21,29.0588,76.0856,0,43
4/2/2020,Himachal Pradesh,0,0,1,31.1048,77.1734,1,3
4/2/2020,Jammu and Kashmir,0,0,2,33.7782,76.5762,2,62
4/2/2020,Jharkhand,0,0,0,23.6102,85.2799,0,1
4/2/2020,Karnataka,0,0,9,15.3173,75.7139,3,110
4/2/2020,Kerala,0,0,25,10.8505,76.2711,2,265
4/2/2020,Ladakh,0,0,3,34.2996,78.2932,0,13
4/2/2020,Madhya Pradesh,0,0,0,22.9734,78.6569,6,99
4/2/2020,Maharashtra,0,0,42,19.7515,75.7139,13,335
4/2/2020,Manipur,0,0,0,24.6637,93.9063,0,1
4/2/2020,Mizoram,0,0,0,23.1645,92.9376,0,1
4/2/2020,Odisha,0,0,0,20.9517,85.0985,0,4
4/2/2020,Puducherry,0,0,1,11.9416,79.8083,0,3
4/2/2020,Punjab,0,0,1,31.1471,75.3412,4,46
4/2/2020,Rajasthan,0,0,3,27.0238,74.2179,0,108
4/2/2020,Tamil Nadu,0,0,6,11.1271,78.6569,1,234
4/2/2020,Telengana,0,0,1,18.1124,79.0193,3,96
4/2/2020,Uttar Pradesh,0,0,14,26.8467,80.9462,2,113
4/2/2020,Uttarakhand,0,0,2,30.0668,79.0193,0,7
4/3/2020,Andaman and Nicobar Islands,0,0,0,11.7401,92.6586,0,10
4/3/2020,Andhra Pradesh,0,0,1,15.9129,79.74,1,132
4/3/2020,Arunachal Pradesh,0,0,0,28.218,94.7278,0,1
4/3/2020,Assam,0,0,0,26.2006,92.9376,0,16
4/3/2020,Bihar,0,0,0,25.0961,85.3131,1,24
4/3/2020,Chandigarh,0,0,0,30.7333,76.7794,0,18
4/3/2020,Chhattisgarh,0,0,2,21.2787,81.8661,0,9
4/3/2020,Delhi,0,0,8,28.7041,77.1025,4,219
4/3/2020,Goa,0,0,0,15.2993,74.124,0,6
4/3/2020,Gujarat,0,0,8,22.2587,71.1924,7,87
4/3/2020,Haryana,0,0,21,29.0588,76.0856,0,43
4/3/2020,Himachal Pradesh,0,0,1,31.1048,77.1734,1,6
4/3/2020,Jammu and Kashmir,0,0,3,33.7782,76.5762,2,70
4/3/2020,Jharkhand,0,0,0,23.6102,85.2799,0,2
4/3/2020,Karnataka,0,0,10,15.3173,75.7139,3,124
4/3/2020,Kerala,0,0,27,10.8505,76.2711,2,286
4/3/2020,Ladakh,0,0,3,34.2996,78.2932,0,14
4/3/2020,Madhya Pradesh,0,0,0,22.9734,78.6569,6,99
4/3/2020,Maharashtra,0,0,42,19.7515,75.7139,16,335
4/3/2020,Manipur,0,0,0,24.6637,93.9063,0,2
4/3/2020,Mizoram,0,0,0,23.1645,92.9376,0,1
4/3/2020,Odisha,0,0,0,20.9517,85.0985,0,5
4/3/2020,Puducherry,0,0,1,11.9416,79.8083,0,3
4/3/2020,Punjab,0,0,1,31.1471,75.3412,4,46
4/3/2020,Rajasthan,0,0,3,27.0238,74.2179,0,133
4/3/2020,Tamil Nadu,0,0,6,11.1271,78.6569,1,309
4/3/2020,Telengana,0,0,1,18.1124,79.0193,3,107
4/3/2020,Uttar Pradesh,0,0,14,26.8467,80.9462,2,113
4/3/2020,Uttarakhand,0,0,2,30.0668,79.0193,0,10
4/3/2020,West Bengal,0,0,3,22.9868,87.855,3,53
4/4/2020,Andaman and Nicobar Islands,0,0,0,11.7401,92.6586,0,10
4/4/2020,Andhra Pradesh,0,0,1,15.9129,79.74,1,161
4/4/2020,Arunachal Pradesh,0,0,0,28.218,94.7278,0,1
4/4/2020,Assam,0,0,0,26.2006,92.9376,0,24
4/4/2020,Bihar,0,0,0,25.0961,85.3131,1,29
4/4/2020,Chandigarh,0,0,0,30.7333,76.7794,0,18
4/4/2020,Chhattisgarh,0,0,3,21.2787,81.8661,0,9
4/4/2020,Delhi,0,0,8,28.7041,77.1025,6,386
4/4/2020,Goa,0,0,0,15.2993,74.124,0,6
4/4/2020,Gujarat,0,0,10,22.2587,71.1924,9,95
4/4/2020,Haryana,0,0,24,29.0588,76.0856,0,49
4/4/2020,Himachal Pradesh,0,0,1,31.1048,77.1734,1,6
4/4/2020,Jammu and Kashmir,0,0,3,33.7782,76.5762,2,75
4/4/2020,Jharkhand,0,0,0,23.6102,85.2799,0,2
4/4/2020,Karnataka,0,0,12,15.3173,75.7139,3,128
4/4/2020,Kerala,0,0,41,10.8505,76.2711,2,295
4/4/2020,Ladakh,0,0,3,34.2996,78.2932,0,14
4/4/2020,Madhya Pradesh,0,0,0,22.9734,78.6569,6,104
4/4/2020,Maharashtra,0,0,42,19.7515,75.7139,19,423
4/4/2020,Manipur,0,0,0,24.6637,93.9063,0,2
4/4/2020,Mizoram,0,0,0,23.1645,92.9376,0,1
4/4/2020,Odisha,0,0,0,20.9517,85.0985,0,5
4/4/2020,Puducherry,0,0,1,11.9416,79.8083,0,5
4/4/2020,Punjab,0,0,1,31.1471,75.3412,5,53
4/4/2020,Rajasthan,0,0,3,27.0238,74.2179,0,179
4/4/2020,Tamil Nadu,0,0,6,11.1271,78.6569,1,411
4/4/2020,Telengana,0,0,1,18.1124,79.0193,7,158
4/4/2020,Uttar Pradesh,0,0,19,26.8467,80.9462,2,174
4/4/2020,Uttarakhand,0,0,2,30.0668,79.0193,0,16
4/4/2020,West Bengal,0,0,3,22.9868,87.855,3,69
4/5/2020,Andaman and Nicobar Islands,0,0,0,11.7401,92.6586,0,10
4/5/2020,Andhra Pradesh,0,0,1,15.9129,79.74,1,161
4/5/2020,Arunachal Pradesh,0,0,0,28.218,94.7278,0,1
4/5/2020,Assam,0,0,0,26.2006,92.9376,0,24
4/5/2020,Bihar,0,0,0,25.0961,85.3131,1,30
4/5/2020,Chandigarh,0,0,0,30.7333,76.7794,0,18
4/5/2020,Chhattisgarh,0,0,3,21.2787,81.8661,0,9
4/5/2020,Delhi,0,0,15,28.7041,77.1025,6,445
4/5/2020,Goa,0,0,0,15.2993,74.124,0,7
4/5/2020,Gujarat,0,0,14,22.2587,71.1924,10,105
4/5/2020,Haryana,0,0,24,29.0588,76.0856,0,49
4/5/2020,Himachal Pradesh,0,0,1,31.1048,77.1734,1,6
4/5/2020,Jammu and Kashmir,0,0,4,33.7782,76.5762,2,92
4/5/2020,Jharkhand,0,0,0,23.6102,85.2799,0,2
4/5/2020,Karnataka,0,0,12,15.3173,75.7139,4,144
4/5/2020,Kerala,0,0,49,10.8505,76.2711,2,306
4/5/2020,Ladakh,0,0,10,34.2996,78.2932,0,14
4/5/2020,Madhya Pradesh,0,0,0,22.9734,78.6569,6,104
4/5/2020,Maharashtra,0,0,42,19.7515,75.7139,24,490
4/5/2020,Manipur,0,0,0,24.6637,93.9063,0,2
4/5/2020,Mizoram,0,0,0,23.1645,92.9376,0,1
4/5/2020,Odisha,0,0,0,20.9517,85.0985,0,20
4/5/2020,Puducherry,0,0,1,11.9416,79.8083,0,5
4/5/2020,Punjab,0,0,1,31.1471,75.3412,5,57
4/5/2020,Rajasthan,0,0,21,27.0238,74.2179,0,200
4/5/2020,Tamil Nadu,0,0,6,11.1271,78.6569,3,485
4/5/2020,Telengana,0,0,32,18.1124,79.0193,7,269
4/5/2020,Uttar Pradesh,0,0,19,26.8467,80.9462,2,227
4/5/2020,Uttarakhand,0,0,2,30.0668,79.0193,0,22
4/5/2020,West Bengal,0,0,10,22.9868,87.855,3,69
4/6/2020,Andaman and Nicobar Islands,0,0,0,11.7401,92.6586,0,10
4/6/2020,Andhra Pradesh,0,0,1,15.9129,79.74,3,226
4/6/2020,Arunachal Pradesh,0,0,0,28.218,94.7278,0,1
4/6/2020,Assam,0,0,0,26.2006,92.9376,0,26
4/6/2020,Bihar,0,0,0,25.0961,85.3131,1,30
4/6/2020,Chandigarh,0,0,0,30.7333,76.7794,0,18
4/6/2020,Chhattisgarh,0,0,3,21.2787,81.8661,0,9
4/6/2020,Delhi,0,0,18,28.7041,77.1025,7,503
4/6/2020,Goa,0,0,0,15.2993,74.124,0,7
4/6/2020,Gujarat,0,0,18,22.2587,71.1924,11,122
4/6/2020,Haryana,0,0,25,29.0588,76.0856,1,84
4/6/2020,Himachal Pradesh,0,0,1,31.1048,77.1734,1,13
4/6/2020,Jammu and Kashmir,0,0,4,33.7782,76.5762,2,106
4/6/2020,Jharkhand,0,0,0,23.6102,85.2799,0,3
4/6/2020,Karnataka,0,0,12,15.3173,75.7139,4,151
4/6/2020,Kerala,0,0,55,10.8505,76.2711,2,314
4/6/2020,Ladakh,0,0,10,34.2996,78.2932,0,14
4/6/2020,Madhya Pradesh,0,0,0,22.9734,78.6569,9,165
4/6/2020,Maharashtra,0,0,42,19.7515,75.7139,45,690
4/6/2020,Manipur,0,0,0,24.6637,93.9063,0,2
4/6/2020,Mizoram,0,0,0,23.1645,92.9376,0,1
4/6/2020,Odisha,0,0,2,20.9517,85.0985,0,21
4/6/2020,Puducherry,0,0,1,11.9416,79.8083,0,5
4/6/2020,Punjab,0,0,4,31.1471,75.3412,6,68
4/6/2020,Rajasthan,0,0,21,27.0238,74.2179,0,253
4/6/2020,Tamil Nadu,0,0,8,11.1271,78.6569,5,571
4/6/2020,Telengana,0,0,34,18.1124,79.0193,7,321
4/6/2020,Uttar Pradesh,0,0,19,26.8467,80.9462,2,227
4/6/2020,Uttarakhand,0,0,4,30.0668,79.0193,0,26
4/6/2020,West Bengal,0,0,10,22.9868,87.855,3,80
4/7/2020,Andaman and Nicobar Islands,0,0,0,11.7401,92.6586,0,10
4/7/2020,Andhra Pradesh,0,0,1,15.9129,79.74,3,266
4/7/2020,Arunachal Pradesh,0,0,0,28.218,94.7278,0,1
4/7/2020,Assam,0,0,0,26.2006,92.9376,0,26
4/7/2020,Bihar,0,0,0,25.0961,85.3131,1,32
4/7/2020,Chandigarh,0,0,0,30.7333,76.7794,0,18
4/7/2020,Chhattisgarh,0,0,8,21.2787,81.8661,0,10
4/7/2020,Delhi,0,0,19,28.7041,77.1025,7,523
4/7/2020,Goa,0,0,0,15.2993,74.124,0,7
4/7/2020,Gujarat,0,0,22,22.2587,71.1924,12,144
4/7/2020,Haryana,0,0,25,29.0588,76.0856,1,90
4/7/2020,Himachal Pradesh,0,0,2,31.1048,77.1734,1,13
4/7/2020,Jammu and Kashmir,0,0,4,33.7782,76.5762,2,109
4/7/2020,Jharkhand,0,0,0,23.6102,85.2799,0,4
4/7/2020,Karnataka,0,0,12,15.3173,75.7139,4,151
4/7/2020,Kerala,0,0,58,10.8505,76.2711,2,327
4/7/2020,Ladakh,0,0,10,34.2996,78.2932,0,14
4/7/2020,Madhya Pradesh,0,0,0,22.9734,78.6569,9,165
4/7/2020,Maharashtra,0,0,56,19.7515,75.7139,45,748
4/7/2020,Manipur,0,0,0,24.6637,93.9063,0,2
4/7/2020,Mizoram,0,0,0,23.1645,92.9376,0,1
4/7/2020,Odisha,0,0,2,20.9517,85.0985,0,21
4/7/2020,Puducherry,0,0,1,11.9416,79.8083,0,5
4/7/2020,Punjab,0,0,4,31.1471,75.3412,6,76
4/7/2020,Rajasthan,0,0,21,27.0238,74.2179,3,288
4/7/2020,Tamil Nadu,0,0,8,11.1271,78.6569,5,621
4/7/2020,Telengana,0,0,34,18.1124,79.0193,7,321
4/7/2020,Tripura,0,0,0,23.9408,91.9882,0,1
4/7/2020,Uttar Pradesh,0,0,21,26.8467,80.9462,3,305
4/7/2020,Uttarakhand,0,0,5,30.0668,79.0193,0,31
4/7/2020,West Bengal,0,0,13,22.9868,87.855,3,91
4/8/2020,Andaman and Nicobar Islands,0,0,0,11.7401,92.6586,0,10
4/8/2020,Andhra Pradesh,0,0,1,15.9129,79.74,4,305
4/8/2020,Arunachal Pradesh,0,0,0,28.218,94.7278,0,1
4/8/2020,Assam,0,0,0,26.2006,92.9376,0,27
4/8/2020,Bihar,0,0,0,25.0961,85.3131,1,38
4/8/2020,Chandigarh,0,0,7,30.7333,76.7794,0,18
4/8/2020,Chhattisgarh,0,0,9,21.2787,81.8661,0,10
4/8/2020,Delhi,0,0,21,28.7041,77.1025,9,576
4/8/2020,Goa,0,0,0,15.2993,74.124,0,7
4/8/2020,Gujarat,0,0,25,22.2587,71.1924,13,165
4/8/2020,Haryana,0,0,28,29.0588,76.0856,3,147
4/8/2020,Himachal Pradesh,0,0,2,31.1048,77.1734,1,18
4/8/2020,Jammu and Kashmir,0,0,4,33.7782,76.5762,2,116
4/8/2020,Jharkhand,0,0,0,23.6102,85.2799,0,4
4/8/2020,Karnataka,0,0,25,15.3173,75.7139,4,175
4/8/2020,Kerala,0,0,70,10.8505,76.2711,2,336
4/8/2020,Ladakh,0,0,10,34.2996,78.2932,0,14
4/8/2020,Madhya Pradesh,0,0,0,22.9734,78.6569,13,229
4/8/2020,Maharashtra,0,0,79,19.7515,75.7139,64,1018
4/8/2020,Manipur,0,0,0,24.6637,93.9063,0,2
4/8/2020,Mizoram,0,0,0,23.1645,92.9376,0,1
4/8/2020,Odisha,0,0,2,20.9517,85.0985,1,42
4/8/2020,Puducherry,0,0,1,11.9416,79.8083,0,5
4/8/2020,Punjab,0,0,4,31.1471,75.3412,7,91
4/8/2020,Rajasthan,0,0,21,27.0238,74.2179,3,328
4/8/2020,Tamil Nadu,0,0,19,11.1271,78.6569,7,690
4/8/2020,Telengana,0,0,35,18.1124,79.0193,7,364
4/8/2020,Tripura,0,0,0,23.9408,91.9882,0,1
4/8/2020,Uttar Pradesh,0,0,21,26.8467,80.9462,3,326
4/8/2020,Uttarakhand,0,0,5,30.0668,79.0193,0,31
4/8/2020,West Bengal,0,0,13,22.9868,87.855,5,99
4/9/2020,Andaman and Nicobar Islands,0,0,0,11.7401,92.6586,0,11
4/9/2020,Andhra Pradesh,0,0,6,15.9129,79.74,4,348
4/9/2020,Arunachal Pradesh,0,0,0,28.218,94.7278,0,1
4/9/2020,Assam,0,0,0,26.2006,92.9376,0,28
4/9/2020,Bihar,0,0,0,25.0961,85.3131,1,38
4/9/2020,Chandigarh,0,0,7,30.7333,76.7794,0,18
4/9/2020,Chhattisgarh,0,0,9,21.2787,81.8661,0,10
4/9/2020,Delhi,0,0,21,28.7041,77.1025,9,669
4/9/2020,Goa,0,0,0,15.2993,74.124,0,7
4/9/2020,Gujarat,0,0,25,22.2587,71.1924,16,179
4/9/2020,Haryana,0,0,28,29.0588,76.0856,3,147
4/9/2020,Himachal Pradesh,0,0,2,31.1048,77.1734,1,18
4/9/2020,Jammu and Kashmir,0,0,4,33.7782,76.5762,4,158
4/9/2020,Jharkhand,0,0,0,23.6102,85.2799,0,4
4/9/2020,Karnataka,0,0,28,15.3173,75.7139,5,181
4/9/2020,Kerala,0,0,83,10.8505,76.2711,2,345
4/9/2020,Ladakh,0,0,10,34.2996,78.2932,0,14
4/9/2020,Madhya Pradesh,0,0,0,22.9734,78.6569,13,229
4/9/2020,Maharashtra,0,0,117,19.7515,75.7139,72,1135
4/9/2020,Manipur,0,0,1,24.6637,93.9063,0,1
4/9/2020,Mizoram,0,0,0,23.1645,92.9376,0,1
4/9/2020,Odisha,0,0,2,20.9517,85.0985,1,42
4/9/2020,Puducherry,0,0,1,11.9416,79.8083,0,5
4/9/2020,Punjab,0,0,4,31.1471,75.3412,8,101
4/9/2020,Rajasthan,0,0,21,27.0238,74.2179,3,381
4/9/2020,Tamil Nadu,0,0,21,11.1271,78.6569,8,738
4/9/2020,Telengana,0,0,35,18.1124,79.0193,7,427
4/9/2020,Tripura,0,0,0,23.9408,91.9882,0,1
4/9/2020,Uttar Pradesh,0,0,27,26.8467,80.9462,4,361
4/9/2020,Uttarakhand,0,0,5,30.0668,79.0193,0,33
4/9/2020,West Bengal,0,0,16,22.9868,87.855,5,103
4/10/2020,Andaman and Nicobar Islands,0,0,0,11.7401,92.6586,0,11
4/10/2020,Andhra Pradesh,0,0,6,15.9129,79.74,4,348
4/10/2020,Arunachal Pradesh,0,0,0,28.218,94.7278,0,1
4/10/2020,Assam,0,0,0,26.2006,92.9376,0,29
4/10/2020,Bihar,0,0,0,25.0961,85.3131,1,39
4/10/2020,Chandigarh,0,0,7,30.7333,76.7794,0,18
4/10/2020,Chhattisgarh,0,0,9,21.2787,81.8661,0,10
4/10/2020,Delhi,0,0,25,28.7041,77.1025,12,720
4/10/2020,Goa,0,0,0,15.2993,74.124,0,7
4/10/2020,Gujarat,0,0,26,22.2587,71.1924,17,241
4/10/2020,Haryana,0,0,29,29.0588,76.0856,3,169
4/10/2020,Himachal Pradesh,0,0,2,31.1048,77.1734,1,18
4/10/2020,Jammu and Kashmir,0,0,4,33.7782,76.5762,4,158
4/10/2020,Jharkhand,0,0,0,23.6102,85.2799,1,13
4/10/2020,Karnataka,0,0,28,15.3173,75.7139,5,181
4/10/2020,Kerala,0,0,96,10.8505,76.2711,2,357
4/10/2020,Ladakh,0,0,10,34.2996,78.2932,0,15
4/10/2020,Madhya Pradesh,0,0,0,22.9734,78.6569,16,259
